#  phi   psi
-70.5375 -36.205
-56.3127 -67.0942
-52.2477 -46.2731
-76.8868 -59.6287
-73.0477 -62.4918
-61.612 -55.2788
-74.3006 -45.7978
-70.9831 -39.2097
-73.1948 -60.9845
-70.0453 -62.2249
-82.1238 -44.2092
-63.2392 -56.6824
-78.8023 -58.3508
-74.7128 -42.658
-66.5 -56.1883
-65.7517 -41.5068
-63.3174 -46.7392
-60.2035 -66.6804
-69.3441 -40.0923
-49.7361 -62.8625
-89.2606 -31.4923
-60.0209 -41.0152
-62.8286 -49.5472
-75.8532 -41.6723
-72.0363 -36.9296
-61.57 -48.0818
-66.5824 -39.3391
-76.2134 -42.0003
-66.421 -57.2626
-61.8772 -51.6451
-61.0473 -47.1149
-56.5782 -63.1589
-62.7089 -45.9672
-61.4284 -60.267
-62.9302 -45.6721
-68.3558 -51.1815
-72.6772 -40.93
-64.5822 -47.7254
-62.0052 -60.3184
-66.8824 -53.8367
-71.6108 -43.011
-58.7256 -48.4559
-77.9707 -40.7836
-91.673 -33.2738
-87.4389 -36.4754
-71.5352 -50.4237
-66.7512 -57.504
-71.1921 -52.6496
-59.1966 -62.4851
-68.8437 -44.3032
-78.0387 -44.2515
-74.6667 -43.0107
-56.3897 -60.6618
-67.219 -47.0204
-66.3034 -49.5328
-68.5301 -43.6863
-95.5348 -39.2165
-61.1483 -59.7586
-73.9383 -47.9711
-73.2466 -35.2404
-68.5752 -36.9719
-86.0218 -38.2265
-68.5249 -45.018
-67.5248 -48.13
-74.5178 -52.6622
-68.5667 -44.3366
-92.5248 -43.9095
-76.2745 -44.1257
-69.7439 -53.1898
-57.5557 -51.0786
-71.6689 -41.3373
-57.6637 -58.2132
-55.7234 -46.614
-58.8977 -47.0552
-64.2794 -61.3398
-43.7137 -53.8021
-69.2493 -56.6968
-65.5859 -64.784
-85.9264 -35.4809
-68.9385 -54.6911
-65.0182 -66.3976
-74.3837 -42.0581
-79.2614 -41.3734
-79.2299 -51.8426
-87.8466 -39.1295
-72.8274 -51.7435
-79.1835 -46.6228
-56.298 -49.0124
-93.142 -31.5936
-60.0508 -53.7714
-70.6237 -49.3865
-75.8964 -60.8768
-82.0022 -41.1125
-79.0443 -43.311
-69.5183 -58.6706
-57.2894 -56.6097
-59.8663 -55.9067
-70.9695 -48.215
-78.0302 -48.4502
-57.5643 -55.5987
-69.962 -41.2762
-66.6269 -46.8553
-64.8081 -52.568
-59.7622 -48.2419
-64.5012 -57.7303
-58.7941 -43.5581
-66.5876 -55.0082
-81.2271 -38.0432
-73.5471 -51.4532
-68.1549 -45.8084
-68.4562 -44.8277
-68.9585 -47.6214
-77.6322 -56.8152
-68.2129 -38.3981
-75.2207 -39.1948
-62.6891 -60.2545
-69.5055 -33.648
-56.2403 -52.0884
-63.4817 -47.1056
-66.1591 -51.0372
-65.7266 -53.0108
-59.4889 -48.154
-82.9304 -56.5613
-59.8459 -51.848
-64.6998 -58.2767
-72.8411 -39.3218
-73.5523 -57.7933
-80.229 -36.2938
-67.5739 -46.4213
-79.736 -49.6002
-68.5247 -43.6411
-62.368 -57.3164
-73.7207 -47.2467
-83.2413 -52.9053
-75.2971 -35.255
-60.4772 -60.8125
-59.9715 -37.3544
-76.5673 -30.1434
-69.5817 -53.2566
-60.3677 -48.8914
-79.3183 -51.5187
-53.4622 -61.3213
-61.9648 -45.8918
-76.1092 -31.0972
-69.0073 -50.1392
-57.552 -53.8211
-63.7656 -58.0723
-60.9326 -52.2965
-67.8746 -58.9295
-85.0318 -48.5618
-67.6505 -45.1083
-52.3307 -61.0498
-51.9486 -51.6527
-77.4906 -49.2802
-66.5495 -44.2971
-67.1883 -52.0612
-61.5599 -51.5198
-59.6821 -49.6584
-52.5719 -46.8701
-64.0351 -51.4694
-73.1736 -39.3334
-66.1478 -64.3558
-67.6754 -43.0345
-71.0554 -41.6631
-61.3008 -46.3309
-62.3612 -39.8157
-87.704 -39.4127
-74.3923 -50.0105
-68.469 -60.1742
-73.1316 -54.3072
-57.967 -65.1172
-81.8561 -60.4021
-58.5847 -60.6299
-71.8347 -31.9372
-68.4405 -68.2672
-69.5634 -46.1204
-78.5833 -41.5519
-83.3545 -39.2468
-73.3115 -45.9448
-63.3877 -48.1604
-67.9529 -46.4072
-76.9359 -51.5351
-62.3154 -58.9259
-72.438 -41.5197
-76.3319 -54.0869
-52.9681 -67.1989
-92.3205 -39.5208
-58.0165 -55.4009
-72.7537 -53.9013
-57.2681 -42.6934
-62.1819 -52.7957
-68.6675 -45.9698
-65.4148 -53.5852
-55.8769 -62.0694
-90.1466 -39.9808
-69.8512 -52.0556
-70.5595 -47.6053
-79.3551 -50.4624
-57.5145 -55.5271
-70.0724 -48.9861
-64.7711 -41.5616
-78.2587 -38.2243
-66.9541 -53.9057
-80.8122 -44.7002
-65.1227 -47.0173
-69.1322 -46.2882
-54.6228 -55.0055
-74.1411 -36.7411
-68.8044 -39.2439
-78.498 -44.1951
-66.8617 -40.2736
-67.5194 -50.8012
-59.4787 -56.9485
-66.7111 -47.9633
-78.284 -58.7992
-73.7347 -42.49
-69.7295 -50.3283
-68.0117 -40.4535
-57.6076 -42.2865
-75.7303 -34.7855
-72.5116 -39.9258
-63.5603 -51.6465
-69.0062 -63.5004
-83.5647 -54.7562
-67.9168 -40.0518
-66.5899 -43.1058
-47.1698 -60.1872
-75.5904 -32.8616
-51.6765 -41.3633
-61.5307 -42.0355
-63.2958 -38.4821
-79.8516 -39.0906
-60.6212 -48.6088
-68.4843 -56.7889
-58.9042 -36.2431
-53.4443 -62.888
-67.5686 -55.6974
-64.191 -50.856
-73.2059 -30.5457
-71.4108 -43.5964
-67.2119 -47.8565
-71.6028 -38.0104
-71.5083 -41.4464
-65.9805 -42.7145
-72.3224 -29.6371
-74.2649 -53.9403
-60.4459 -57.4492
-62.8272 -44.5705
-66.9211 -44.9038
-75.6945 -45.2352
-68.6135 -42.9315
-62.8078 -35.2813
-68.1808 -34.254
-59.7435 -54.0152
-69.8 -51.0296
-67.6674 -43.4082
-70.6918 -35.5469
-64.6246 -39.5929
-69.7159 -34.0508
-60.7187 -44.0526
-69.919 -47.7579
-62.9666 -60.6409
-68.154 -54.3015
-75.1668 -49.2654
-65.825 -24.4055
-67.1327 -45.4356
-71.42 -33.1347
-59.644 -43.2185
-55.4101 -49.5828
-59.6339 -56.9794
-66.4819 -52.3899
-72.4996 -51.6025
-68.2657 -53.5014
-51.9652 -48.1353
-74.6546 -52.4665
-70.5481 -42.5865
-65.9066 -42.7229
-74.1066 -47.671
-58.1058 -45.0232
-58.2719 -48.1545
-68.477 -49.123
-60.4171 -42.8456
-79.0076 -21.4285
-88.8812 -23.8928
-64.1086 -33.6095
-72.4996 -33.3341
-57.2777 -45.4671
-68.9374 -24.2422
-63.6808 -46.0475
-62.609 -56.4079
-70.2063 -35.775
-65.7258 -51.6771
-74.6294 -32.7297
-76.1634 -32.7356
-65.6158 -44.3588
-75.4494 -44.3166
-61.5315 -39.9749
-51.5159 -61.2234
-65.8042 -50.1904
-67.6888 -55.291
-64.5724 -55.3247
-72.6668 -42.7267
-79.4946 -47.576
-55.2462 -44.3972
-61.5753 -40.8352
-81.7787 -50.8447
-66.9151 -47.408
-70.684 -48.4152
-52.7582 -60.9591
-53.6123 -62.5545
-70.3314 -46.8367
-60.8047 -45.6296
-75.1345 -50.3394
-69.4828 -45.3455
-61.3272 -49.895
-79.633 -37.5621
-64.0863 -58.1433
-78.8865 -55.2513
-65.0784 -43.5683
-73.9329 -47.4547
-61.914 -48.1482
-66.8658 -34.6699
-69.3416 -57.3492
-52.8185 -64.0282
-66.9147 -55.8253
-63.6112 -44.4126
-68.9445 -57.217
-80.0063 -51.5063
-76.3655 -48.5615
-52.9408 -50.2581
-70.3784 -49.7721
-74.096 -49.1359
-67.67 -52.6014
-69.2801 -38.8554
-57.4606 -71.3691
-61.3871 -58.807
-76.3917 -48.5861
-70.9174 -53.4415
-74.1162 -50.6348
-51.1319 -48.9762
-69.0443 -50.2621
-71.6886 -46.1001
-67.6848 -57.9515
-84.0295 -37.9519
-66.5619 -61.9531
-67.2417 -67.0134
-82.3518 -49.8372
-66.0207 -65.2433
-63.7838 -52.88
-97.2244 -42.0381
-77.6769 -53.8699
-74.561 -37.6254
-68.3143 -44.0648
-80.0978 -35.4502
-98.475 -32.2857
-71.0119 -41.9858
-60.7661 -46.1674
-67.1609 -44.0086
-57.6542 -55.2435
-51.7971 -57.0485
-74.4892 -49.364
-63.1663 -53.2563
-74.4936 -51.931
-72.6197 -49.1048
-79.3411 -42.4912
-85.0019 -34.39
-80.7117 -36.788
-69.4858 -36.8792
-72.0336 -47.8161
-66.8122 -52.1487
-80.9268 -32.2402
-90.2529 -34.957
-73.8972 -50.6254
-77.2047 -52.3368
-74.5667 -45.8767
-59.5453 -62.4251
-69.4096 -51.7165
-77.0268 -40.1992
-71.1705 -60.4605
-84.142 -55.6601
-83.6855 -38.826
-68.7779 -55.9849
-92.3667 -39.5236
-78.3353 -48.7058
-76.1314 -40.8269
-86.7014 -37.3817
-78.771 -46.7766
-74.4274 -57.0498
-67.2082 -45.9846
-76.7962 -46.4945
-69.9357 -49.8559
-61.377 -52.45
-73.8897 -52.0497
-73.107 -40.937
-64.0093 -49.258
-69.4453 -54.1951
-66.8079 -57.0578
-58.5424 -57.17
-73.3344 -49.5333
-60.3874 -54.2004
-56.5922 -62.0546
-54.5391 -71.1164
-75.4654 -45.7665
-52.2158 -39.9914
-80.3596 -41.9227
-73.6142 -56.8168
-57.5995 -46.3611
-82.2136 -47.4639
-73.3751 -46.8222
-55.8928 -53.9205
-62.5747 -50.0285
-59.6491 -57.3252
-54.2169 -45.7025
-75.622 -52.4425
-76.0562 -47.7225
-81.4887 -45.8944
-64.978 -42.3173
-80.2676 -34.7249
-69.7214 -45.1321
-64.4637 -42.1556
-62.6968 -45.1742
-56.6619 -41.8602
-62.2084 -37.1137
-61.0245 -51.9086
-73.4192 -39.3767
-75.3901 -45.8716
-77.6967 -45.7458
-74.8296 -54.4843
-73.1784 -38.4834
-82.3549 -46.7511
-66.1022 -45.6364
-74.0369 -46.7772
-78.5876 -43.3863
-65.931 -48.0801
-58.1676 -56.3726
-62.1197 -43.8334
-70.6465 -45.8838
-58.9055 -38.6242
-70.7051 -51.9641
-69.9386 -53.6556
-67.7193 -47.7033
-68.2947 -56.6824
-61.2076 -55.0073
-75.7256 -42.1721
-53.128 -52.5396
-83.7558 -32.6959
-47.0911 -50.8916
-70.0174 -49.9366
-86.0087 -44.685
-77.1147 -54.48
-68.6692 -64.9003
-51.1003 -52.9038
-81.8969 -59.7271
-59.1752 -54.7999
-70.3042 -51.9812
-58.0786 -57.8574
-58.4792 -67.9556
-65.4507 -65.6918
-66.8877 -51.5285
-63.1315 -42.2757
-51.4085 -45.6023
-55.3189 -42.9048
-72.3487 -64.0286
-74.0447 -51.7015
-79.0346 -44.1716
-64.9389 -42.4769
-69.889 -41.4424
-68.9982 -41.8806
-66.3343 -49.441
-66.103 -51.3439
-75.5582 -63.2395
-63.2028 -48.6165
-68.5748 -38.8972
-55.1107 -51.076
-62.0716 -47.096
-75.405 -46.6229
-58.9903 -50.4815
-59.9467 -61.3953
-71.246 -45.7144
-69.2814 -49.7975
-86.809 -34.0364
-76.0944 -44.0529
-52.9853 -51.6399
-75.0371 -18.6417
-56.2349 -65.1675
-94.139 -40.9603
-49.8206 -62.7475
-65.9476 -56.339
-46.4942 -62.6267
-63.7406 -36.173
-74.2196 -39.9055
-69.2205 -39.6353
-55.7582 -58.6522
-70.1142 -40.9236
-69.3217 -49.4553
-71.4099 -44.0572
-61.9261 -56.385
-57.7397 -57.4642
-73.4893 -41.8204
-56.6182 -43.0081
-73.4122 -36.422
-70.1884 -43.5066
-86.0052 -26.1381
-76.5376 -50.002
-61.8019 -43.6546
-86.0138 -34.7333
-81.4496 -35.7797
-60.3086 -51.0768
-77.6506 -48.7827
-65.2495 -54.3562
-77.1071 -49.5891
-71.1414 -52.3273
-61.6698 -43.3681
-66.4874 -47.5245
-61.0779 -56.663
-69.1057 -50.0443
-62.9623 -49.1276
-60.7385 -48.942
-76.4943 -57.6797
-75.9912 -46.4833
-70.6922 -48.7555
-83.8289 -38.8508
-71.8144 -42.1563
-68.2143 -50.4773
-72.2085 -42.5718
-58.2243 -56.5259
-57.3795 -55.8617
-90.7509 -31.3491
-54.0987 -45.1164
-72.033 -48.9904
-72.0235 -44.0163
-75.338 -35.3956
-59.2036 -49.4407
-74.3615 -37.6795
-67.8961 -43.809
-69.2416 -47.9389
-77.0294 -33.2664
-69.2395 -46.5681
-61.6909 -39.2277
-72.1955 -54.9431
-70.5699 -50.5095
-68.6553 -49.8004
-45.915 -64.2446
-64.9378 -34.7419
-61.6137 -59.3954
-67.1585 -37.4056
-75.9757 -49.975
-92.0135 -44.7504
-53.2535 -42.1118
-83.013 -60.2098
-72.1742 -47.1803
-66.0192 -53.9531
-86.1868 -44.4489
-60.9271 -56.3955
-85.4333 -38.2297
-74.2842 -47.3075
-57.9741 -37.49
-56.8094 -48.3364
-55.0902 -43.8643
-63.004 -41.653
-58.9688 -43.058
-63.7015 -31.9049
-64.9093 -34.791
-50.0039 -40.6032
-74.9389 -20.5022
-64.7611 -36.6475
-68.7526 -28.513
-61.8617 -30.7402
-53.3046 -34.6693
-71.7168 -37.5567
-52.6328 -52.5161
-51.8448 -38.8264
-51.9177 -30.9368
-65.961 -34.4061
-65.912 -19.0179
-54.6038 -35.5706
-67.3518 -35.1769
-56.2556 -37.3297
-59.9543 -31.2794
-56.8189 -39.0671
-55.8872 -39.0781
-61.6188 -40.9384
-61.9068 -41.2129
-51.7137 -45.1364
-56.5054 -47.3745
-57.9832 -46.317
-61.7597 -39.7309
-76.3866 -35.9698
-58.8699 -38.6176
-72.8559 -24.315
-77.9749 -23.6537
-67.1 -22.968
-47.4947 -42.3187
-60.0335 -34.8091
-64.1589 -35.092
-58.129 -44.7798
-71.4502 -35.2727
-61.431 -48.3486
-66.62 -43.3528
-53.3176 -51.9525
-53.5787 -31.7935
-52.0618 -27.1891
-68.5428 -34.4489
-57.7318 -45.562
-55.7099 -53.511
-43.2229 -49.3267
-59.4138 -39.9149
-66.4438 -37.9553
-53.0353 -35.5429
-76.8919 -27.5773
-60.6226 -35.3798
-62.0757 -39.9366
-71.3049 -44.0354
-66.099 -43.6185
-57.4463 -43.3276
-62.5225 -34.0585
-53.0098 -38.1578
-66.4089 -33.0306
-58.2127 -47.5813
-65.762 -38.0175
-65.3314 -41.1754
-69.4416 -37.2454
-63.8328 -39.7168
-55.1157 -43.2078
-83.3214 -31.7322
-70.3379 -31.1457
-59.5671 -31.5555
-64.0681 -36.8239
-74.1379 -24.4423
-77.0705 -35.1938
-76.063 -12.2305
-66.5678 -16.96
-70.0031 -25.5721
-69.9237 -40.235
-52.7752 -44.0947
-77.1025 -28.2253
-61.5735 -35.4574
-58.2553 -36.9256
-66.1709 -52.2719
-61.6509 -41.984
-82.0826 -44.4203
-71.3226 -40.6763
-65.6597 -41.2262
-72.9046 -43.591
-67.7894 -34.8462
-56.289 -34.128
-49.9448 -43.9238
-74.6297 -28.2728
-68.4699 -37.0473
-74.1759 -34.0089
-59.3603 -34.364
-58.5491 -32.3701
-66.4358 -32.706
-64.2078 -39.1045
-64.7193 -27.6718
-53.8014 -43.9342
-64.3813 -39.8023
-67.2392 -29.34
-60.1126 -45.1418
-59.5578 -48.0444
-43.4831 -52.0255
-76.5339 -26.9323
-61.3008 -43.9038
-54.9546 -42.129
-62.5749 -37.9587
-60.1682 -41.2293
-65.7359 -30.6899
-59.7155 -44.4485
-70.8573 -34.1659
-58.7248 -45.0771
-73.9104 -33.1538
-68.1034 -30.5933
-71.6682 -22.508
-62.2329 -46.327
-72.1134 -33.0893
-62.4527 -37.3536
-54.0832 -33.7889
-66.2672 -26.7738
-63.6059 -41.4092
-75.0035 -33.8457
-71.7804 -22.2992
-66.177 -27.6229
-60.6416 -39.9141
-56.855 -37.687
-64.682 -35.2626
-60.4772 -40.2617
-66.4378 -32.4548
-54.3577 -34.9763
-65.7869 -41.1459
-54.2331 -35.7093
-61.2223 -28.3949
-58.8312 -49.5798
-63.4647 -29.4737
-61.3726 -30.095
-59.5936 -38.1506
-58.3685 -34.967
-60.8278 -34.2839
-54.0513 -39.1117
-55.5181 -31.6381
-57.9097 -45.6586
-58.6412 -46.5744
-52.2617 -45.6631
-58.5425 -42.0956
-52.9969 -35.8602
-53.113 -51.4704
-63.6157 -33.6148
-60.5502 -31.4699
-63.5907 -43.9814
-64.2783 -40.3623
-68.064 -42.4168
-61.3714 -44.6699
-64.4001 -40.629
-72.3682 -40.2012
-69.2945 -36.1483
-61.1629 -51.141
-62.1638 -44.8536
-60.2872 -28.0854
-72.6187 -14.3572
-57.324 -41.0922
-60.4661 -24.2285
-71.0044 -27.3575
-69.9675 -24.1738
-93.9633 -23.7471
-52.0475 -51.333
-82.0832 -25.8423
-62.927 -22.9247
-59.729 -31.0646
-67.5023 -38.3993
-66.9953 -35.2883
-73.3467 -38.6337
-59.6019 -34.615
-83.3581 -43.6957
-84.1231 -24.6841
-63.0494 -29.1854
-71.0422 -25.5675
-73.8927 -35.862
-71.4072 -32.7392
-71.4822 -31.5265
-69.5217 -46.6648
-63.3618 -46.3834
-87.9837 -26.0436
-69.8631 -40.7632
-76.2719 -37.0712
-63.6932 -31.9892
-66.1997 -29.4857
-57.0171 -41.7484
-69.8872 -44.9353
-56.0859 -45.7492
-58.1737 -36.695
-58.7674 -48.9377
-72.4847 -24.0155
-59.8462 -29.1045
-72.7725 -48.8444
-66.4029 -39.5666
-70.3811 -31.0665
-54.3181 -53.4372
-75.0155 -25.8631
-65.6522 -31.5541
-59.7137 -54.4546
-67.1554 -38.3195
-62.833 -34.7306
-53.3621 -48.5513
-67.7868 -33.1781
-52.664 -41.0726
-61.1769 -33.6959
-63.5441 -23.8265
-53.8636 -43.0398
-79.6234 -32.8967
-70.2799 -24.1107
-67.951 -31.3618
-59.6555 -38.309
-68.0967 -30.7227
-63.7613 -36.628
-86.8692 -36.2398
-62.0628 -41.5401
-62.0119 -39.4281
-77.2707 -40.4952
-72.5879 -35.0647
-70.2239 -39.0024
-78.9321 -28.0766
-57.0308 -32.7724
-61.4387 -31.6717
-59.5253 -39.2472
-65.0697 -34.4325
-57.5768 -26.9313
-64.3897 -43.5908
-63.876 -28.6657
-66.7988 -36.6127
-88.5993 -38.3677
-67.9629 -30.7927
-73.2341 -21.6234
-83.4655 -32.471
-59.7157 -41.1974
-66.8653 -37.3389
-76.2131 -31.7427
-70.1042 -42.3118
-73.4272 -30.39
-67.8815 -30.1948
-72.9505 -35.3384
-57.8931 -26.6103
-67.1964 -30.299
-67.7936 -33.5838
-61.6255 -36.4666
-74.3495 -37.6713
-68.7276 -37.5721
-73.3191 -29.4293
-74.4658 -22.9205
-77.6578 -38.1954
-74.9258 -37.2449
-64.7795 -27.5664
-73.3502 -29.9008
-66.5677 -46.8571
-69.5323 -36.7158
-73.0919 -38.2513
-60.7168 -36.3422
-65.5151 -33.2956
-63.9057 -34.4881
-70.4909 -39.1819
-70.4227 -33.7146
-52.3386 -53.3285
-66.3936 -43.2109
-69.2267 -31.4424
-65.8606 -42.4389
-68.0689 -42.4849
-68.4006 -38.9409
-71.9508 -40.2502
-65.757 -43.1783
-73.0434 -42.2038
-73.6194 -41.444
-61.5599 -47.7651
-70.6625 -41.5087
-70.8388 -46.1314
-64.8596 -52.1626
-57.0494 -40.6615
-60.4005 -48.4389
-78.9712 -35.2779
-72.3854 -38.995
-68.8078 -43.111
-59.8535 -50.0319
-73.6383 -45.2386
-66.4663 -47.7019
-68.9283 -41.5505
-59.1826 -40.5367
-68.2391 -49.6183
-54.7703 -51.6697
-65.6253 -45.7366
-73.7663 -27.6143
-68.8034 -40.192
-71.646 -37.835
-77.3197 -41.2
-59.7146 -26.4231
-70.1697 -47.2245
-67.6 -24.7398
-59.6093 -52.049
-72.9062 -34.5152
-73.1989 -42.3583
-47.9168 -53.8381
-69.1678 -52.3768
-67.4956 -46.5739
-57.6799 -39.5884
-62.2513 -22.6401
-75.2353 -27.824
-64.4437 -20.9635
-71.0902 -27.4727
-95.8133 -11.0067
-62.4417 -50.5534
-64.2331 -37.9389
-62.1044 -44.639
-66.8097 -37.8431
-64.5612 -40.1839
-63.1323 -39.338
-75.3704 -23.0511
-58.8906 -40.3612
-65.2919 -40.9467
-84.9927 -20.097
-64.912 -40.0423
-66.054 -35.4421
-67.566 -31.349
-72.8376 -46.7822
-73.2646 -41.1109
-53.8831 -43.6568
-69.8142 -39.152
-72.1679 -31.1681
-51.0347 -42.516
-70.0655 -35.9891
-60.1069 -29.9916
-68.2684 -36.8179
-93.2475 -32.1504
-57.5266 -37.987
-61.8027 -47.6597
-78.485 -27.8379
-64.2427 -37.5262
-77.9782 -24.3924
-61.7514 -30.5323
-79.3327 -47.533
-66.8609 -31.2026
-59.3231 -41.4552
-81.6045 -18.5736
-74.3629 -25.6474
-89.6349 -20.7535
-69.5916 -48.9409
-77.3305 -27.3879
-65.7252 -35.16
-79.8688 -33.1129
-64.498 -44.1392
-64.3263 -36.6248
-74.6715 -37.0691
-66.6273 -34.8493
-72.2419 -32.0998
-59.7983 -38.9714
-65.9037 -40.7606
-76.5723 -31.6255
-57.8962 -41.3696
-59.6307 -36.9811
-62.4736 -30.0514
-57.6628 -43.7718
-72.6156 -38.3787
-80.9083 -33.1443
-67.4747 -42.624
-75.7577 -41.0815
-64.4841 -33.0544
-65.7428 -34.8395
-64.1196 -45.1967
-75.5071 -34.618
-68.3456 -43.0381
-66.8834 -41.8055
-74.7524 -39.266
-54.3164 -49.4563
-64.3183 -30.349
-70.4326 -35.2919
-72.9684 -37.4354
-69.5193 -32.1227
-73.3158 -35.7537
-86.798 -26.1348
-65.0553 -40.0899
-70.3542 -46.4279
-65.204 -41.2858
-55.1892 -46.8733
-58.4458 -31.0348
-59.8877 -43.9519
-60.5858 -48.338
-71.8028 -18.2804
-76.4604 -26.7
-71.8415 -32.524
-68.515 -41.9702
-66.2487 -41.4231
-62.0679 -46.4718
-69.222 -33.9876
-69.8747 -42.5525
-65.746 -33.1286
-60.1549 -43.8899
-70.8072 -30.848
-57.6164 -44.6008
-71.6854 -31.4634
-81.9977 -26.5076
-72.7357 -30.0908
-60.876 -42.0476
-46.8497 -51.1563
-75.4959 -36.9255
-68.7166 -41.9511
-78.2724 -29.8009
-66.8557 -34.9618
-65.8468 -33.1358
-72.7446 -31.7764
-66.4841 -39.2549
-72.0276 -37.3602
-60.0289 -40.6087
-75.2306 -33.9335
-81.7742 -26.0611
-79.388 -27.1389
-62.7515 -33.2845
-69.6346 -31.7169
-73.6109 -25.4902
-62.6414 -31.8461
-79.2847 -32.9376
-74.4601 -35.9337
-56.2536 -46.3344
-71.4184 -42.8849
-59.1811 -32.3751
-67.0922 -28.8073
-72.3113 -41.3937
-60.3895 -40.3726
-63.8117 -38.4056
-71.1057 -46.0817
-68.4234 -33.6498
-59.8517 -42.9311
-68.6243 -31.7171
-68.6585 -25.8755
-74.7385 -35.8252
-60.8524 -38.0656
-60.4461 -26.9339
-79.055 -28.6321
-58.8382 -39.3501
-68.801 -24.7178
-55.1749 -47.5516
-72.9332 -28.0671
-66.8237 -30.7609
-66.1646 -40.9379
-48.3229 -45.9725
-65.9715 -32.3699
-75.0302 -36.9143
-57.7099 -36.654
-83.2505 -33.7156
-57.1169 -41.6574
-58.2263 -36.6509
-59.3808 -36.4137
-77.7984 -29.8778
-69.6283 -13.0405
-63.2534 -33.1938
-61.391 -30.7686
-65.8159 -36.9886
-64.6003 -29.5356
-59.9506 -35.7295
-72.973 -32.0991
-59.751 -47.4829
-72.259 -42.3578
-70.2293 -49.014
-57.2286 -34.3427
-76.1018 -38.2651
-63.8653 -40.4305
-78.211 -35.4535
-81.2718 -41.4277
-74.3783 -19.8684
-62.3055 -41.4464
-72.502 -34.3794
-77.7945 -41.524
-86.4611 -33.5073
-62.6183 -37.4954
-67.3463 -26.6263
-62.9774 -35.0523
-77.6807 -36.3752
-57.6452 -31.665
-66.0728 -22.5521
-47.628 -44.8853
-60.2739 -52.1439
-54.7171 -43.0945
-66.2063 -36.0525
-56.811 -50.8522
-47.2637 -46.3581
-54.6206 -38.4269
-60.6342 -51.7473
-71.4971 -39.1558
-73.0218 -35.6828
-72.8173 -35.9194
-69.6902 -42.1704
-65.7891 -45.5421
-64.5252 -25.4155
-64.5048 -30.7313
-57.6393 -47.1007
-70.1213 -40.8854
-65.2269 -35.1426
-72.0512 -35.5849
-71.6441 -23.6098
-67.2559 -37.6688
-69.4731 -30.471
-68.7472 -22.1529
-66.2988 -33.0698
-65.0075 -36.797
-69.443 -27.4615
-69.6477 -36.3034
-69.886 -42.838
-75.8443 -42.9088
-82.5745 -29.0423
-67.5984 -37.9695
-48.8466 -38.7861
-60.9876 -41.3274
-53.7895 -46.3237
-65.8342 -20.8363
-62.644 -34.8358
-69.5655 -31.308
-58.6663 -48.4593
-62.9484 -37.1213
-60.5011 -35.8005
-62.8968 -37.5805
-60.0757 -44.1507
-67.3406 -16.0446
-53.5836 -36.6325
-49.9291 -50.2035
-69.9181 -38.3374
-66.401 -37.9715
-63.279 -26.0707
-71.1875 -22.3686
-69.4543 -29.1351
-66.1101 -49.3631
-70.1729 -26.3238
-56.7633 -28.4173
-65.6523 -30.6496
-64.841 -37.2789
-78.9711 -27.8548
-67.8991 -37.0863
-63.1459 -37.994
-50.6184 -37.5187
-66.6496 -33.6269
-61.2578 -35.5438
-51.4185 -48.0958
-66.5599 -34.1477
-61.9876 -27.16
-63.9527 -30.7289
-67.0989 -29.0269
-60.8713 -28.7596
-71.3169 -33.1987
-65.2439 -30.614
-64.3094 -31.8956
-71.248 -35.1104
-66.4125 -26.3857
-70.1615 -39.3274
-60.7663 -32.3609
-71.3067 -23.7549
-65.2618 -26.7308
-67.3165 -26.8486
-72.2965 -28.2324
-61.5011 -38.6603
-68.4503 -30.4942
-52.3342 -41.858
-81.3828 -32.2917
-59.8897 -36.4922
-70.8704 -37.8456
-50.219 -33.1075
-69.8943 -21.5324
-59.3507 -44.6297
-68.6465 -22.7262
-71.6871 -24.3867
-59.0504 -30.096
-60.1633 -25.2785
-61.6705 -23.3838
-76.3677 -15.3185
-63.068 -29.1933
-74.498 -35.0851
-49.1199 -40.5298
-67.1205 -21.3713
-58.878 -36.6901
-61.8895 -21.4324
-65.0858 -21.7797
-50.0833 -51.6856
-65.3646 -49.7947
-54.168 -39.9914
-85.5851 -27.4905
-68.1456 -43.4901
-72.281 -22.8978
-68.5398 -36.0089
-68.0809 -25.7369
-55.8212 -29.4918
-52.5927 -41.0602
-58.7714 -39.4951
-55.1309 -36.5362
-60.8434 -32.9812
-60.0934 -32.1498
-63.5755 -19.6627
-59.143 -22.852
-59.0714 -27.8575
-55.4037 -45.4284
-54.0139 -39.5172
-71.0903 -28.0763
-64.9584 -39.7085
-66.548 -25.5605
-65.3171 -26.3356
-59.516 -42.1012
-70.1153 -35.4237
-77.4094 -31.4049
-73.121 -30.5933
-70.8985 -28.3519
-59.6527 -31.1202
-75.4984 -29.2831
-79.9012 -32.2832
-76.0138 -26.16
-72.6879 -31.1801
-75.6888 -30.3444
-60.6329 -32.9028
-55.9565 -32.3065
-63.8055 -24.421
-57.1931 -40.6609
-63.6578 -29.3138
-60.7767 -39.3899
-88.6757 -27.9932
-51.9679 -31.0875
-69.5752 -36.1982
-74.1119 -31.3796
-57.46 -54.17
-69.3772 -36.5992
-69.2285 -32.891
-72.9199 -30.7624
-57.264 -25.8259
-71.543 -33.4346
-65.6209 -37.8625
-56.5672 -40.7857
-55.0992 -43.0942
-70.2781 -38.1396
