#  phi   psi
-178.044 130.756
-171.934 142.378
-159.567 150.724
-171.001 137.196
-164.12 144.018
-156.887 141.327
-157.11 147.631
-161.052 135.038
-153.24 145.36
-143.423 155.076
174.961 118.628
-158.105 145.58
-156.309 157.619
-171.272 153.863
-163.233 148.886
174.283 141.06
-171.72 144.636
172.276 151.851
-160.912 156.654
-161.57 155.272
-174.945 161.028
-169.926 132.72
-167.627 126.694
-178.157 146.763
177.513 120.95
-173.99 132.603
-156.965 144.897
-176.947 128.448
-173.916 146.244
-160.859 136.461
-158.795 146.725
-165.456 151.275
-160.775 148.797
-155.652 147.677
-170.193 130.069
-149.526 134.549
-174.67 156.094
-161.689 161.958
-144.435 149.601
177.957 152.034
-175.27 152.965
-171.4 161.197
-177.173 150.465
-168.282 127.267
-171.401 147.497
168.958 142.259
-154.792 143.037
-174.27 156.902
-162.596 126.914
-166.244 122.929
-159.412 144.254
-166.776 149.256
178.741 144.725
-164.383 124.327
-164.799 149.224
178.109 153.349
-163.603 162.371
-156.509 145.022
-174.924 142.653
-152.811 164.364
-150.203 157.302
-173.3 172.054
-176.839 157.626
-170.79 143.071
-166.768 127.07
-168.744 151.176
-168.053 150.802
-163.997 157.575
-162.433 141.434
-176.68 128.628
178.552 130.201
-159.852 140.554
-167.451 144.745
178.165 134.371
179.481 135.456
-170.86 140.337
-158.646 147.779
-149.746 132.073
-167.844 102.461
-167.553 137.565
-165.412 128.216
-162.002 156.521
-158.741 137.74
-166.888 115.758
-176.108 129.299
-149.376 141.065
-149.356 144.808
-178.516 129.074
178.002 122.745
-150.136 116.922
-162.279 116.444
-175.609 103.562
-175.582 115.924
-161.662 131.496
-174.12 131.794
-158.602 148.865
-171.853 160.164
-173.975 147.921
-171.509 150.947
-156.371 147.027
-176.186 132.043
-169.23 133.758
-165.587 151.901
-161.252 129.421
-175.428 127.917
-168.399 124.371
-155.372 142.383
178.647 140.58
-179.919 148.458
-166.466 155.23
-172.364 132.82
-157.695 132.455
178.382 135.257
-171.01 127.314
-179.073 128.185
-177.524 121.585
179.077 108.399
-145.287 145.993
-176.331 123.516
178.274 157.89
-166.33 152.013
-154.112 144.78
-177.371 129.927
-163.697 164.18
-157.405 141.911
-150.335 156.261
-150.945 139.094
-156.984 152.13
-141.517 158.688
-163.689 135.735
-173.148 127.591
-159.017 150.778
-165.579 138.175
-169.048 145.851
-178.37 117.54
-176.711 135.769
-161.422 135.06
-165.632 149.135
-169.111 144.927
-166.436 129.66
-169.37 134.399
-175.068 155.18
-175.66 145.318
-164.931 135.622
-168.641 144.442
-160.942 129.617
-177.524 150.993
-165.772 125.065
175.169 146.696
-170.555 103.998
-169.301 157.97
-176.056 136.746
-172.98 133.275
-174.633 136.178
-161.644 137.623
-168.424 145.108
-159.58 153.113
-176.812 138.441
-172.808 141.85
-164.154 150.523
-168.093 139.981
-176.724 116.328
-168.216 147.681
-172.595 133.917
-168.738 126.164
-169.867 142.812
-163.117 138.448
-155.481 141.589
-152.827 129.158
-165.629 151.987
-155.515 140.854
-140.495 164.206
-164.231 140.242
-160.549 155.767
-133.543 138.985
-153.176 147.71
-164.595 148.019
-133.786 152.507
-161.483 143.841
-157.533 153.857
-159.882 146.891
-91.572 127.487
-157.296 144.034
-161.896 126.176
-175.044 146.267
-154.26 135.508
-165.101 150.215
-138.664 153.025
-161.724 153.649
-171.995 127.039
-167.72 133.575
-170.005 137.194
-167.308 128.226
-143.794 154.459
-167.093 145.27
-178.253 145.253
-150.278 148.942
-147.605 155.192
-167.3 121.66
-163.587 142.257
-156.799 137.765
-171.736 143.198
-161.297 148.993
177.643 122.72
174.86 142.544
-170.323 140.817
-155.238 155.998
-177.191 137.345
176.055 150.067
-171.318 154.999
-170.242 142.258
-170.644 138.386
-174.421 134.997
-149.69 146.534
-155.499 161.03
-169.156 150.991
-165.556 136.267
-158.742 133.596
-166.602 129.289
-176.348 131.652
-162.662 146.714
-167.723 133.154
-160.842 133.876
-174.076 141.2
-169.384 133.179
-168.637 141.42
-174.52 130.426
-176.517 125.47
-152.368 136.81
-166.165 137.101
-166.728 145.709
-175.908 142.08
-153.591 129.143
-155.411 150.656
-175.119 151.012
-164.121 158.95
-178.356 150.031
-162.193 151.675
171.556 134.954
-173.796 134.946
-170.327 133.589
-158.205 142.195
-164.917 132.025
-159.774 144.435
-162.295 131.504
-149.686 148.404
-156.878 139.667
-162.336 141.852
-162.781 130.168
-172.327 146.438
-144.609 122.257
-160.736 148.831
-173.59 154.746
-171.964 147.364
-169.182 134.848
-178.165 129.339
-162.19 160.725
-158.025 138.807
-163.151 127.769
-177.541 136.243
-173.069 140.929
-154.157 160.459
-169.305 155.527
-175.528 138.406
-164.141 161.56
-173.734 146.571
-161.123 166.393
-162.193 169.103
-154.05 143.057
178.389 120.494
-164.669 142.282
-169.625 146.712
-168.602 132.21
-151.633 142.249
-167.862 138.079
-170.8 138.11
-170.906 157.838
-177.374 144.667
-174.783 152.27
170.984 143.415
-171.568 152.899
-177.686 132.075
176.822 135.381
-159.251 143.878
-168.327 147.034
-171.064 143.848
176.951 144.984
-172.804 135.832
178.988 147.452
-176.695 124.494
-174.831 142.256
-172.479 151.099
-179.085 138.04
-174.643 143.199
-155.85 142.311
-159.776 145.611
-168.948 137.433
171.143 125.079
-163.924 152.645
171.459 134.819
-167.088 148.469
171.724 155.973
178.776 161.379
174.446 154.267
-174.029 167.03
-171.021 151.324
-175.859 155.903
-170.744 137.636
-169.362 143.279
-149.617 151.967
-175.119 136.963
-157.741 129.66
-176.05 141.226
-173.853 149.39
-170.079 141.44
-164.116 133.63
-175.681 133.638
-176.105 137.681
176.366 151.918
-172.439 142.499
-157.372 133.064
-175.114 149.566
-161.044 162.206
-166.028 154.124
-169.395 146.137
171.107 153.901
-156.527 140.094
-150.361 150.489
-174.591 143.89
174.995 158.633
-160.64 154.762
-166.007 154.571
-160.92 149.089
172.713 140.158
-166.072 157.609
-168.984 146.379
-153.744 141.39
-170.519 147.678
-175.664 161.668
173.774 143.911
173.024 140.166
-175.359 150.241
-168.99 144.509
-163.674 141.477
-160.42 170.825
-175.809 142.04
-162.052 172.971
176.346 143.961
177.347 141.194
-159.49 123.441
-176.331 129.528
179.649 142.335
170.154 130.465
-168.784 141.019
-168.961 146.498
-176.921 143.513
-170.014 124.314
-179.315 145.971
171.257 143.327
-167.436 141.319
-166.362 134.964
171.035 132.859
-172.617 147.949
-174.508 140.996
-166.818 133.9
-175.355 144.945
179.389 150.872
-178.906 148.625
178.023 129.467
-141.716 142.384
-163.822 141.59
-161.861 149.188
-171.629 142.691
-162.883 146.134
-171.354 145.598
-178.209 133.279
-167.339 145.609
-163.797 151.332
-157.049 147.684
-149.965 152.8
-158.915 127.198
-179.274 128.077
-171.247 148.681
-173.223 148.697
-178.413 127.531
-167.652 129.269
-149.342 141.925
-175.774 141.246
-170.245 146.795
-177.934 141.088
-176.708 123.548
-138.343 143.513
-167.134 139.564
174.651 163.659
-172.899 155.97
176.145 146.725
175.627 146.541
-166.819 145.51
175.761 148.745
-179.946 147.295
-169.661 136.526
-162.015 151.307
-167.944 166.6
-171.66 132.576
-169.495 147.595
-176.195 132.442
177.323 144.731
-176.165 150.638
-176.418 141.107
179.993 164.481
-170.411 127.417
-177.715 149.609
-172.536 158.475
-169.09 127.054
-153.086 164.617
-168.523 130.484
-176.932 114.097
-171.332 143.393
-142.731 134.739
-118.696 130.412
-164.156 125.825
-158.259 130.014
-134.083 92.6739
-156.097 106.935
-154.869 103.916
-151.38 127.097
-129.791 111.735
-133.169 114.166
-137.908 118.645
-128.995 102.636
-134.011 113.028
-135.771 117.546
-133.349 86.6965
-136.82 128.562
-117.589 103.642
-134.451 124.25
-130.313 105.628
-130.737 121.9
-115.678 118.275
-122.201 107.376
-114.621 128.345
-111.741 117.24
-139.945 101.786
-127.232 109.311
-142.273 103.214
-138 108.013
-135.045 107.836
-127.55 111.366
-133.724 104.302
-120.902 123.14
-119.495 135.219
-113.212 128.688
-107.083 135.311
-133.068 122.68
-133.351 109.9
-124.938 144.548
-129.269 137.919
-124.101 138.584
-137.509 129.981
-100.492 128.262
-98.1657 144.911
-114.921 144.153
-103.564 124.038
-106.731 128.669
-114.038 110.347
-119.352 121.706
-127.776 134.339
-114.905 147.433
-122.67 149.009
-128.652 131.968
-119.862 129.78
-128.789 120.929
-139.172 119.864
-116.586 79.1671
-67.9018 126.958
-101.166 112.4
-122.32 122.413
-124.65 114.085
-137.56 99.8201
-97.1584 93.2705
-115.64 96.7576
-118.414 119.883
-127.172 96.5019
-116.594 83.8065
-121.472 103.229
-150.148 79.6451
-133.558 86.8131
-134.311 103.25
-135.744 94.6886
-119.452 112.628
-150.651 101.179
-115.791 106.901
-128.508 107.875
-126.19 121.57
-118.229 131.141
-115.277 119.357
-96.1963 113.616
-127.752 109.381
-116.382 114.792
-104.06 115.259
-118.157 100.371
-135.218 110.745
-144.007 106.353
-143.389 103.085
-140.784 85.172
-138.468 86.3769
-138.509 89.4639
-145.117 94.1554
-130.711 99.1962
-129.28 113.994
-128.686 93.5309
-109.807 111.906
-147.001 100.243
-129.054 118.017
-133.643 107.389
-109.937 118.477
-128.874 127.924
-121.589 113.81
-106.215 143.091
-101.602 110.094
-119.651 116.717
-133.141 99.3811
-144.99 100.247
-107.813 102.796
-116.345 108.951
-126.071 129.993
-116.844 110.18
-121.367 103.128
-115.675 103.156
-117.977 112.873
-126.693 115.277
-108.772 109.25
-124.706 117.453
-130.564 113.38
-123.666 92.5164
-119.806 116.297
-118.933 103.4
-104.083 113.127
-108.281 88.9598
-98.7983 137.771
-111.213 118.998
-122.636 66.9317
-91.1422 109.762
-106.126 92.3844
-118.442 79.9065
-107.489 100.546
-107.643 75.7097
-127.015 111.752
-129.426 96.9521
-149.879 109.014
-145.25 123.058
-138.221 104.987
-150.787 95.2389
-119.448 104.812
-137.108 82.9524
-148.652 108.647
-156.125 83.9989
-156.241 92.1431
-148.143 118.134
-139.54 104.947
-135.973 116.014
-145.194 119.417
-136.266 104.098
-148.125 116.179
-145.173 95.7951
-115.553 94.0218
-110.654 103.158
-116.585 87.7449
-150.626 97.1019
-102.474 106.088
-141.711 84.1536
-101.908 96.2776
-124.821 109.327
-113.355 112.422
-98.7389 115.205
-131.417 111.406
-124.177 93.4251
-123.558 110.975
-123.159 109.21
-126.404 104.139
-128.587 92.3997
-103.575 93.0302
-139.676 91.2263
-137.071 101.94
-119.749 98.7208
-128.788 105.039
-125.768 102.669
-125.897 85.9515
-148.904 99.8998
-125.956 109.318
-146.733 91.9589
-149.841 93.2434
-112.499 127.337
-104.885 114.836
-105.333 103.171
-115.661 105.878
-112.246 103.17
-107.051 128.334
-109.5 122.324
-106.423 107.345
-96.2084 112.638
-117.643 114.938
-104.599 91.1675
-109.674 102.633
-129.835 89.5159
-154.069 100.273
-130.794 96.2106
-146.291 81.0984
-131.673 81.146
-119.08 90.2756
-113.186 113.362
-134.249 92.1371
-129.181 72.5003
-125.75 89.5198
-126.02 94.6581
-113.479 87.4368
-116.201 100.561
-122.522 83.7747
-105.139 100.718
-100.355 105.335
-109.39 122.264
-87.3665 100.558
-108.955 108.868
-90.9003 96.5414
-100.144 85.0261
-123.036 103.505
-95.3937 114.081
-118.428 103.378
-122.684 99.7989
-123.832 97.01
-120.452 80.1193
-138.638 87.5835
-135.954 89.2035
-135.137 112.173
-123.312 75.3074
-122.692 96.5625
-125.406 72.0941
-136.918 98.32
-139.83 90.553
-128.871 93.249
-128.929 102.414
-136.755 92.2665
-115.812 85.4626
-147.736 100.308
-126.7 70.3039
-129.905 87.8129
-140.317 55.5544
-140.277 90.5207
-143.587 86.346
-129.707 93.4213
-134.584 86.7271
-141.175 73.4342
-111.667 67.4437
-127.917 94.6253
-116.752 89.9131
-110.121 109.673
-131.942 101.641
-105.789 99.3739
-93.3996 104.611
-104.388 94.8346
-105.807 89.1185
-114.114 96.2238
-133.516 103.798
-109.642 93.8394
-129.893 123.953
-138.103 101.395
-138.663 78.4498
-128.552 97.3669
-137.968 99.0085
-131.607 95.2891
-116.17 100.118
-128.928 123.515
-111.413 130.875
-122.477 113.313
-123.643 87.13
-126.558 70.8634
-119.725 90.9414
-115.367 87.6806
-121.526 110.933
-126.361 111.289
-107.735 125.644
-110.883 110.213
-113.138 128.095
-110.61 104.956
-106.667 90.0332
-106.041 118.685
-125.846 132.875
-120.23 116.703
-134.393 94.1258
-119.895 96.8531
-126.709 84.7998
-124.725 99.7743
-119.733 81.0503
-127.193 94.176
-135.022 90.0385
-130.227 101.825
-133.435 77.4013
-133.386 86.4149
-149.61 94.056
-116.153 94.0331
-131.778 90.1768
-140.695 91.2639
-113.601 101.996
-97.6417 104.917
-120.142 106.422
-100.457 100.422
-110.07 119.979
-118.516 100.645
-80.4286 84.22
-122.855 106.48
-122.073 112.58
-139.147 99.7775
-123.057 98.7753
-122.192 106.079
-105.83 95.3597
-148.088 82.3035
-141.599 97.5914
-146.956 89.3223
-124.711 87.7863
-140.329 105.774
-132.619 115.598
-163.498 84.7146
-120.244 119.484
-130.478 91.12
-125.957 82.5406
-135.075 81.0408
-140.504 91.0905
-126.175 95.6667
-145.763 83.8176
-138.489 116.449
-123.61 110.535
-151.942 104.815
-114.924 137.513
-118.207 139.867
-118.384 113.745
-98.6376 92.9994
-96.532 127.773
-107.346 107.665
-112.634 113.271
-119.166 103.183
-106.971 116.418
-130.084 89.2049
-136.716 82.2924
-143.421 84.9165
-132.859 99.4245
-133.799 95.6846
-140.103 84.7497
-115.023 61.6669
-143.996 71.0518
-151.873 93.78
-116.613 71.7992
-115.18 116.4
-113.218 116.413
-114.394 84.8799
-125.034 84.7217
-148.418 102.222
-154.61 100.372
-129.681 65.655
-132.98 78.2303
-164.601 74.5025
-139.077 98.5552
-156.349 88.9313
-137.858 86.8376
-131.869 90.8143
-148.781 112.808
-153.101 84.428
-154.193 96.6403
-130.165 112.466
-159.453 78.5955
-129.511 102.476
-161.512 96.1995
-136.637 96.415
-121.461 86.9561
-142.954 83.73
-110.737 82.4377
-150.077 72.1626
-127.503 89.7293
-126.741 55.985
-125.143 78.6018
-129.747 88.6318
-136.769 99.2061
-154.078 81.6777
-129.563 91.4251
-133.654 89.8363
-139.719 95.0343
-107.946 91.1169
-142.153 86.6192
-109.221 110.188
-155.033 88.8788
-163.487 85.1151
-147.521 95.7989
-115.915 103.852
-141.432 91.8976
-131.088 86.4974
-133.249 97.2933
-130.545 101.892
-155.406 91.5691
-124.265 102.724
-123.976 102.118
-138.518 119.57
-119.956 111.118
-126.581 108.891
-122.814 95.8354
-125.566 108.833
-113.148 90.5339
-160.33 110.858
-124.388 129.316
-126.792 105.659
-150.511 88.6591
-141.843 94.7386
-136.136 91.2568
-135.332 89.0291
-149.562 84.2705
-139.009 98.6463
-152.555 100.12
-146.646 103.483
-135.255 96.2599
-138.07 81.1188
-137.811 91.2155
-114.523 93.2715
-135.054 65.4195
-105.126 64.576
-143.374 82.245
-134.068 98.0563
-80.5433 82.4365
-112.121 94.5132
-124.59 101.705
-131.339 95.4729
-95.4923 98.1694
-117.38 103.718
-121.187 94.0838
-116.641 104.386
-111.213 125.857
-91.0561 118.37
-103.01 92.8782
-112.518 116.147
-124.842 90.674
-117.906 108.464
-96.2674 94.0553
-107.653 121.461
-141.855 116.591
-117.349 90.2352
-92.496 121.352
-113.874 106.761
-117.496 108.011
-110.634 138.256
-123.77 123.147
-134.771 133.385
-99.627 101.535
-117.027 129.443
-117.337 99.3242
-86.9933 109.029
-108.772 115.408
-83.1705 125.76
-99.0533 125.817
-99.4142 110.211
-120.524 110.214
-113.638 129.933
-87.2431 99.9228
-126.358 122.062
-123.231 123.265
-101.98 117.114
-126.617 108.179
-121.141 121.457
-123.842 99.9746
-105.146 96.1358
-136.597 90.3438
-114.788 94.5906
-125.464 100.326
-118.532 96.7401
-121.736 95.3686
-134.852 69.5705
-138.409 70.1131
-132.216 86.1782
-129.256 59.1198
-121.686 106.696
-117.03 97.1761
-137.639 85.7774
-112.205 100.928
-127.048 85.4966
-123.06 86.8802
-158.016 96.238
-153.526 105.328
-164.877 99.4045
-144.861 105.115
-136.869 112.758
-147.775 109.178
-136.579 102.418
-147.04 81.392
-155.191 92.809
-129.976 97.966
-152.638 100.289
-137.441 87.9817
-129.714 98.6177
-152.077 100.239
-144.494 113.288
-143.04 107.138
-114.915 112.718
-110.559 130.358
-127.603 113.978
-125.98 102.395
-127.316 113.65
-141.098 97.7246
-127.247 99.2112
-144.157 106.328
-131.862 105.325
-132.219 101.142
-149.574 95.1515
-123.454 94.8309
-142.952 112.145
-142.182 102.158
-148.154 94.2844
-149.803 102.571
-125.093 73.9122
-158.154 112.67
-133.861 101.021
-113.233 108.726
-122.648 119.225
-134.263 114.817
-139.462 104.822
-119.768 83.1315
-141.42 96.8864
-150.015 79.0561
-154.691 98.897
-104.762 83.8845
-110.151 82.3345
-128.297 74.6199
-145.251 93.6169
-125.208 110.338
-138.365 108.869
-131.664 121.473
-115.095 100.63
-140.724 107.147
-134.946 103.475
-129.585 90.0117
-142.234 117.494
-130.842 99.0318
-111.928 88.0654
-142.06 114.509
-104.847 110.227
-128.631 101.162
-114.196 129.796
-132.606 118.023
-121.827 122.133
-129.136 107.952
-129.067 116.64
-105.2 110.097
-140.649 102.424
-142.85 89.7141
-116.137 95.1234
-127.912 81.5712
-138.292 75.5995
-142.175 100.296
-139.679 89.1843
-144.981 94.4365
-152.219 76.3067
-136.371 73.1592
-129.684 89.8444
-135.514 85.3015
-128.274 93.4117
-142.957 90.9204
-138.863 86.0122
-129.93 104.361
-146.109 96.7151
-145.832 84.403
-137.124 105.237
-139.679 91.9119
-162.444 110.335
-147.695 101.639
-125.902 88.6109
-136.38 113.174
-138.191 110.727
-125.176 89.0611
-129.945 115.485
-127.016 100.26
-135.223 118.75
-138.631 104.809
-120.258 107.732
-116.705 116.269
-113.059 110.787
-153.702 108.597
-102.573 84.6766
-120.587 108.245
-111.962 93.5167
-109.733 94.4561
-127.598 99.1483
-117.49 100.744
-102.772 94.6223
-120.467 90.3299
-133.203 88.8778
-139.98 82.9524
-127.07 102.517
-148.242 94.5887
-137.083 96.9043
-130.98 83.6552
-97.6535 77.9044
-140.43 73.8877
-124.835 87.0657
-126.224 88.2978
-134.218 97.6963
-128.095 83.1171
-141.213 109.206
-159.775 102.436
-138.268 90.4811
-148.564 104.944
-147.136 96.0212
-152.119 94.7736
-146.787 85.9293
-145.142 93.1845
-148.352 94.4107
-117.184 109.553
-132.845 105.238
-151.813 76.0548
-152.324 116.792
-133.796 79.3665
-135.548 92.8304
-149.941 101.296
-159.899 103.158
-138.449 100.993
-146.217 83.8973
-158.079 127.245
-124.405 99.6263
-123.378 113.084
-147.206 107.989
-107.508 110.753
-125.411 90.5037
-127.353 116.193
-131.824 100.013
-145.582 117.132
-130.646 106.399
-135.048 94.6799
-148.631 96.5239
-156.803 97.1229
-146.821 105.161
-128.453 97.1907
-132.289 94.6055
-162.634 96.4333
-152.207 101.098
-146.48 98.2077
-154.994 117.733
-139.525 104.197
-159.15 100.607
-142.498 116.567
-124.328 119.051
-146.016 99.902
-140.736 113.826
-148.751 103.046
-151.45 132.003
-114.816 101.491
-121.453 92.2265
-130.819 96.6877
-129.793 88.4055
-144.983 126.548
-129.916 111.268
-136.828 122.097
-149.564 117.073
-154.467 120.721
-141.704 78.9805
-137.911 107.741
-148.56 106.833
-147.379 94.8035
-165.041 97.9583
-136.306 91.5949
-129.186 109.36
-120.72 103.095
-136.863 117.649
-135.654 94.7543
-145.058 115.242
-125.729 96.9916
-125.411 110.571
-118.351 103.659
-130.836 104.326
-127.124 96.7652
-131.596 102.169
-122.45 95.1819
-123.454 88.6092
-130.3 104.349
-138.663 106.935
-118.518 102.196
-134.849 104.937
-122.919 107.034
-152.861 115.19
-135.554 111.602
-127.313 127.028
-133.64 111.401
-130.343 79.3647
-131.766 101.77
-125.986 84.7816
-131.845 104.852
-115.057 80.9205
-134.568 108.93
-110.95 97.1468
-122.791 85.3591
-129.402 81.7578
-129.032 85.0088
-138.375 75.5038
-152.465 94.4191
-145.96 109.599
-143.479 105.385
-145.306 97.4796
-131.839 87.7318
-122.226 100.215
-147.458 108.715
-118.278 107.644
-114.419 101.8
-113.057 102.415
-127.018 97.9231
-135.403 102.167
-139.737 101.511
-142.151 105.156
-123.47 97.488
-118.421 111.468
-137.893 92.8247
-120.021 101.798
-119.586 98.905
-123.53 90.515
-107.537 97.3713
-127.77 112.656
-124.623 96.1267
-161.679 98.9226
-155.95 107.934
-139.852 99.8263
-132.976 92.7495
-166.431 108.33
-128.92 91.1421
-156.72 81.8252
-136.351 99.197
-143.258 83.4978
-153.318 102.131
-128.448 105.427
-136.869 107.079
-152.983 121.974
-116.649 104.856
-125.179 128.721
-114.155 83.7708
-125.593 103.348
-109.135 104.117
-145.153 93.9934
-136.719 95.858
-127.162 107.691
-128.071 100.191
-145.886 102.489
-125.688 91.8758
-138.838 85.3659
-142.263 120.037
-137.621 94.546
-133.255 112.367
-130.144 99.8374
-142.871 119.33
-99.3559 108.84
-140.516 112.766
-135.31 133.19
-126.998 118.083
-130.002 108.471
-138.296 89.3974
-128.692 111.117
-139.897 120.908
-133.21 111.679
-127.793 106.29
-143.407 104.508
-137.473 108.069
-120.406 100.56
-133.693 127.892
-141.932 106.312
-123.954 109.194
-133.594 93.9646
-139.565 112.267
-140.535 118.77
-139.49 116.669
-156.58 118.312
-145.571 96.2545
-153.231 96.6849
-140.656 83.8381
-142.351 91.1261
-124.303 91.0176
-139.435 76.5665
-142.596 122.329
-140.865 86.4637
-121.59 118.763
-143.031 93.3046
-140.841 93.5267
-117.673 108.676
-133.044 112.924
-135.541 112.187
-150.831 112.952
-138.364 103.558
-141.687 118.686
-148.762 107.254
-148.365 107.829
-127.919 106.706
-134.667 107.239
-143.749 95.0485
-131.109 99.4947
-148.902 103.882
-140.544 102.177
-161.523 92.6431
-146.999 104.22
-157.371 89.6586
-115.893 92.1945
-115.027 78.7064
-135.227 96.7423
-132.872 103.338
-130.863 108.443
-114.148 96.4308
-133.897 103.986
-136.663 112.105
-142.875 112.599
-127.34 92.0447
-149.868 107.426
-152.108 97.6001
-139.98 114.282
-134.967 96.2072
-133.486 97.0279
-137.836 102.971
-149.548 102.802
-156.312 106.57
-130.705 104.615
-135.217 88.9762
-132.392 105.064
-139.364 91.4835
-145.984 100.246
-145.461 82.2876
-145.073 107.136
-135.979 112.084
-123.407 110.639
-126.897 129.483
-130.649 110.116
-119.737 108.105
-116.821 80.7566
-128.291 87.6804
-138.713 97.266
-132.33 97.6288
-125.453 113.799
-151.075 85.7974
-153.691 98.205
-149.549 111.426
-153.91 100.714
-136.78 97.7541
-131.577 114.913
-136.388 100.42
-137.888 108.833
-142.37 103.65
-130.188 111.754
-130.615 86.6878
-127.23 118.203
-126.101 126.592
-132.955 107.915
-144.903 106.188
-142.715 113.424
-132.485 112.774
-126.205 76.9238
-134.826 118.141
-156.345 115.529
-143.09 82.8902
-113.017 116.253
-116.792 101.452
-143.432 112.195
-128.115 112.733
-137.502 93.1159
-138.828 93.9969
-142.219 108.553
-142.193 98.1462
-147.196 128.552
-121.645 125.608
-147.182 105.971
-131.801 111.283
-147.003 113.523
-150.084 113.472
-131.409 110.515
-113.258 113.863
-128.245 90.053
-139.665 81.0105
-141.855 115.055
-137.285 82.5962
-138.729 105.538
-135.842 115.956
-146.048 128.928
-160.53 102.71
-146.613 119.193
-129.139 119.634
-147.562 116.986
-128.679 113.37
-123.677 120.834
-145.275 105.51
-127.108 103.898
-119.989 113.021
-139.646 106.656
-121.756 118.415
-128.509 131.536
-118.724 107.605
-133.526 114.837
-154.905 105.425
-132.462 121.947
-139.291 119.291
-126.014 99.3413
-139.59 121.548
-131.852 121.388
-100.237 126.189
-121.467 130.316
-121.052 127.798
-121.497 117.63
-126.341 148.345
-129.323 148.168
-120.685 153.854
-128.457 135.067
-128.429 136.929
-145 125.249
-113.97 145.629
-122.045 117.891
-132.561 119.817
-115.859 133.75
-125.906 103.775
-121.941 144.645
-123.217 126.929
-127.884 134.845
-114.06 151.362
-121.108 131.25
-135.147 116.997
-129.188 122.339
-120.166 130.893
-130.353 116.036
-117.459 140.026
-139.623 138.941
-132.385 140.937
-134.054 114.228
-144.987 123.68
-137.385 108.127
-143.737 112.299
-127.258 117.299
-148.365 130.176
-134.334 109.515
-154.47 116.614
-128.748 131.072
-122.005 111.719
-134.429 129.34
-136.893 125.953
-120.28 130.024
-123.669 116.925
-138.664 142.319
-108.686 126.407
-117.392 134.746
-123.855 123.557
-119.583 98.0309
-130.9 117.994
-146.287 146.36
-123.46 136.055
-146.95 146.888
-127.679 137.758
-111.96 144.478
-108.282 138.283
-98.9278 134.143
-121.704 148.401
-106.071 128.713
-133.355 107.321
-120.526 129.599
-125.95 117.163
-97.4968 132.714
-137.297 146.286
-130.314 128.387
-116.547 133.324
-130.351 121.065
-114.738 142.279
-121.258 133.845
-119.009 132.185
-121.378 116.817
-132.293 128.311
-132.076 151.608
-126.885 117.507
-123.293 115.643
-109.612 131.771
-125.072 140.751
-128.356 123.09
-122.924 149.329
-135.777 128.275
-124.037 125.935
-121.975 133.467
-134.88 128.642
-140.677 125.284
-119.953 121.855
-127.204 131.889
-118.442 126.238
-102.779 138.872
-128.502 128.393
-123.557 136.987
-114.583 133.395
-114.243 136.627
-118.452 136.027
-115.987 136.815
-131.569 105.642
-134.911 141.78
-105.732 127.286
-112.334 124.926
-121.885 138.767
-128.254 128.517
-125.79 132.87
-129.04 102.158
-128.865 111.597
-126.248 104.617
-133.98 86.0444
-126.208 103.711
-128.434 94.5659
-127.021 103.656
-128.647 112.716
-116.082 111.054
-114.372 116.782
-102.643 140.511
-121.085 118.558
-112.339 125.711
-110.254 106.222
-122.851 131.468
-100.461 144.335
-122.564 150.258
-148.321 129.017
-124.935 129.393
-139.691 129.092
-109.812 129.941
-113.675 103.546
-117.786 112.679
-125.731 115.092
-116.628 128.23
-111.247 128.228
-120.479 93.9272
-157.81 138.776
-160.345 143.395
-165.447 148.726
179.284 146.617
-164.709 -175.696
-150.394 -179.175
-167.762 159.293
-151.907 135.049
-171.253 151.315
-170.106 161.575
-149.174 140.408
175.243 165.987
-170.213 147.019
175.893 154.946
-166.589 148.109
-157.478 -177.015
-163.388 173.789
-163.218 152.77
-176.844 152.755
174.397 153.534
-170.173 152.737
-166 161.251
-162.103 151.433
-170.101 139.011
-169.912 147.351
-179.495 175.007
-164.708 153.663
-171.697 164.458
170.98 161.764
-173.392 165.867
-168.329 153.355
-152.083 164.041
-150.364 143.603
175.766 146.412
-177.523 146.459
172.879 176.251
178.189 170.207
-172.846 165.303
-175.725 175.164
-167.509 168.907
-161.021 151.816
-177.258 166.933
-163.935 157.38
-154.79 167.526
-171.138 164.995
-168.628 179.845
170.469 146.045
174.088 140.099
-171.67 159.244
-161.421 157.468
-167.343 152.911
-148.337 148.652
-172.303 162.993
-156.344 165.824
-175.332 141.937
-176.409 149.927
-161.165 159.909
-140.264 172.935
-162.85 150.313
-166.829 169.671
-158.222 -176.387
-160.737 164.426
-160.345 163.694
-162.752 150.332
-148.887 -178.904
-164.325 160.485
-172.23 179.378
-170.559 -179.298
-160.232 -165.706
-160.051 -172.578
-167.95 175.038
-176.236 160.873
178.304 160.524
172.377 162.235
-172.508 174.032
-155.005 169.197
-160.434 -158.537
-168.447 167.601
-164.025 161.513
-167.228 161.154
-165.978 -174.921
-166.505 178.099
-155.148 168.575
-159.019 178.271
-152.629 168.241
-164.708 166.628
-158.741 153.951
-162.496 170.958
-169.395 173.83
-174.017 178.616
-159.316 171.342
-160.564 166.118
-166.993 178.284
-172.167 160.785
-178.223 -172.083
-149.925 168.636
173.467 179.48
